Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Is_Returned
ORD00000178,PROD00000178,USER00000178,4/5/2023,,Books,130.9,2,No Return,Not Returned,0,59,Male,City71,Gift Card,Express,14.17,0
ORD00000179,PROD00000179,USER00000179,1/12/2024,1/4/2023,Electronics,80.81,5,Not as described,Returned,-373,61,Male,City23,Gift Card,Standard,30.75,1
ORD00000180,PROD00000180,USER00000180,5/20/2023,,Clothing,233.21,1,No Return,Not Returned,0,54,Female,City39,Debit Card,Standard,2.79,0
ORD00000181,PROD00000181,USER00000181,9/22/2024,10/5/2023,Electronics,244.32,5,Not as described,Returned,-353,56,Female,City40,PayPal,Standard,27.21,1
ORD00000182,PROD00000182,USER00000182,10/31/2023,9/25/2024,Clothing,69.89,4,Wrong item,Returned,330,41,Male,City27,Credit Card,Express,32.4,1
ORD00000183,PROD00000183,USER00000183,3/31/2023,10/26/2023,Toys,340.06,3,Not as described,Returned,209,56,Female,City92,Credit Card,Next-Day,27.27,1
ORD00000184,PROD00000184,USER00000184,11/17/2023,6/17/2023,Toys,191.81,4,Changed mind,Returned,-153,34,Female,City79,Debit Card,Express,7.94,1
ORD00000185,PROD00000185,USER00000185,12/20/2023,,Books,488.64,4,No Return,Not Returned,0,25,Male,City100,Gift Card,Standard,17.8,0
ORD00000186,PROD00000186,USER00000186,5/31/2024,4/26/2023,Clothing,360.81,3,Wrong item,Returned,-401,61,Male,City10,PayPal,Next-Day,49,1
ORD00000187,PROD00000187,USER00000187,9/10/2024,3/9/2024,Home,142.79,1,Not as described,Returned,-185,56,Male,City6,PayPal,Next-Day,19.22,1
ORD00000188,PROD00000188,USER00000188,7/26/2023,3/24/2024,Clothing,356.89,2,Defective,Returned,242,36,Female,City33,Debit Card,Standard,32.57,1
ORD00000189,PROD00000189,USER00000189,10/8/2024,,Clothing,406.41,1,No Return,Not Returned,0,36,Male,City66,Debit Card,Express,49.99,0
ORD00000190,PROD00000190,USER00000190,2/22/2023,,Books,55.35,3,No Return,Not Returned,0,62,Female,City45,Debit Card,Express,30.11,0
ORD00000191,PROD00000191,USER00000191,12/8/2023,4/2/2023,Toys,323.29,1,Not as described,Returned,-250,55,Male,City61,Gift Card,Express,40.46,1
ORD00000192,PROD00000192,USER00000192,9/23/2024,,Clothing,178.98,4,No Return,Not Returned,0,27,Male,City43,Credit Card,Next-Day,21.41,0
ORD00000193,PROD00000193,USER00000193,4/6/2024,,Home,482.75,3,No Return,Not Returned,0,32,Female,City40,Credit Card,Standard,42.34,0
ORD00000194,PROD00000194,USER00000194,1/8/2024,5/10/2023,Clothing,136.22,2,Wrong item,Returned,-243,20,Female,City4,Credit Card,Express,25.96,1
ORD00000195,PROD00000195,USER00000195,7/14/2023,,Home,182.01,4,No Return,Not Returned,0,24,Male,City14,PayPal,Next-Day,27.82,0
ORD00000196,PROD00000196,USER00000196,4/10/2024,5/26/2023,Electronics,6.5,5,Wrong item,Returned,-320,51,Male,City74,Credit Card,Express,23.83,1
ORD00000197,PROD00000197,USER00000197,1/28/2023,,Electronics,124.46,4,No Return,Not Returned,0,63,Male,City69,Debit Card,Standard,49.97,0
ORD00000198,PROD00000198,USER00000198,2/8/2024,,Home,13.04,5,No Return,Not Returned,0,44,Female,City32,Credit Card,Next-Day,32.34,0
ORD00000199,PROD00000199,USER00000199,6/4/2023,,Home,252.78,1,No Return,Not Returned,0,45,Male,City6,Gift Card,Standard,18.98,0
ORD00000200,PROD00000200,USER00000200,6/24/2024,,Clothing,82.57,5,No Return,Not Returned,0,62,Female,City75,Credit Card,Next-Day,44.8,0
ORD00000201,PROD00000201,USER00000201,6/5/2023,,Electronics,47.64,1,No Return,Not Returned,0,19,Male,City93,Gift Card,Next-Day,33.04,0
ORD00000202,PROD00000202,USER00000202,10/10/2024,,Electronics,323.61,2,No Return,Not Returned,0,33,Female,City21,Credit Card,Express,9.07,0
ORD00000203,PROD00000203,USER00000203,4/14/2024,,Clothing,325.87,4,No Return,Not Returned,0,60,Male,City26,Credit Card,Express,27.15,0
ORD00000204,PROD00000204,USER00000204,4/25/2023,6/19/2024,Clothing,362.81,5,Not as described,Returned,421,37,Male,City12,Gift Card,Express,21.11,1
ORD00000205,PROD00000205,USER00000205,12/28/2024,,Home,317.9,4,No Return,Not Returned,0,68,Male,City98,Credit Card,Next-Day,29.84,0
ORD00000206,PROD00000206,USER00000206,8/27/2024,,Toys,419.62,1,No Return,Not Returned,0,19,Male,City93,PayPal,Standard,40.75,0
ORD00000207,PROD00000207,USER00000207,8/29/2024,,Home,279.06,5,No Return,Not Returned,0,54,Male,City43,Debit Card,Express,42.67,0
ORD00000208,PROD00000208,USER00000208,11/27/2023,,Electronics,435,3,No Return,Not Returned,0,64,Male,City100,Debit Card,Standard,8.42,0
ORD00000209,PROD00000209,USER00000209,7/20/2024,10/22/2023,Electronics,358.69,5,Wrong item,Returned,-272,68,Female,City37,Gift Card,Standard,49.22,1
ORD00000210,PROD00000210,USER00000210,6/22/2023,,Clothing,321.88,1,No Return,Not Returned,0,60,Female,City70,Credit Card,Express,13.48,0
ORD00000211,PROD00000211,USER00000211,12/11/2023,2/11/2023,Books,198.21,2,Not as described,Returned,-303,67,Female,City59,Debit Card,Next-Day,47.3,1
ORD00000212,PROD00000212,USER00000212,10/13/2024,10/25/2023,Toys,54.72,5,Not as described,Returned,-354,69,Male,City2,Debit Card,Next-Day,7.16,1
ORD00000213,PROD00000213,USER00000213,11/7/2023,5/19/2024,Electronics,488.4,3,Not as described,Returned,194,51,Female,City90,Debit Card,Standard,19.88,1
ORD00000214,PROD00000214,USER00000214,7/25/2023,2/14/2024,Books,270.92,1,Defective,Returned,204,36,Female,City27,PayPal,Standard,19.62,1
ORD00000215,PROD00000215,USER00000215,11/24/2024,,Toys,465.76,1,No Return,Not Returned,0,66,Female,City66,Credit Card,Next-Day,22.73,0
ORD00000216,PROD00000216,USER00000216,2/13/2023,,Toys,102.7,1,No Return,Not Returned,0,53,Male,City25,PayPal,Next-Day,35.21,0
ORD00000217,PROD00000217,USER00000217,5/20/2024,,Toys,489.62,1,No Return,Not Returned,0,61,Female,City95,PayPal,Next-Day,32.34,0
ORD00000218,PROD00000218,USER00000218,11/22/2023,,Clothing,221.05,2,No Return,Not Returned,0,29,Female,City21,PayPal,Express,18.29,0
ORD00000219,PROD00000219,USER00000219,12/14/2024,3/28/2024,Clothing,393.44,3,Not as described,Returned,-261,52,Male,City7,Gift Card,Standard,33.6,1
ORD00000220,PROD00000220,USER00000220,11/9/2023,11/22/2023,Clothing,128.35,3,Not as described,Returned,13,37,Male,City64,Gift Card,Standard,15.47,1
ORD00000221,PROD00000221,USER00000221,4/19/2023,12/3/2023,Toys,144.86,4,Changed mind,Returned,228,64,Male,City22,Debit Card,Next-Day,7.51,1
ORD00000222,PROD00000222,USER00000222,1/22/2024,,Home,179.56,2,No Return,Not Returned,0,28,Female,City48,Credit Card,Express,45.92,0
ORD00000223,PROD00000223,USER00000223,6/9/2023,5/29/2024,Clothing,409.65,2,Not as described,Returned,355,64,Male,City23,Credit Card,Express,43.1,1
ORD00000224,PROD00000224,USER00000224,3/31/2023,4/13/2023,Home,170.03,3,Defective,Returned,13,21,Male,City74,PayPal,Standard,23.19,1
ORD00000225,PROD00000225,USER00000225,11/6/2023,,Books,367.8,5,No Return,Not Returned,0,61,Male,City78,Gift Card,Standard,21.98,0
ORD00000226,PROD00000226,USER00000226,7/14/2023,,Books,143.01,4,No Return,Not Returned,0,50,Male,City7,PayPal,Standard,46.55,0
ORD00000227,PROD00000227,USER00000227,9/25/2023,2/9/2024,Books,277.15,1,Wrong item,Returned,137,67,Male,City93,Credit Card,Next-Day,46.01,1
ORD00000228,PROD00000228,USER00000228,10/2/2023,,Books,261.91,3,No Return,Not Returned,0,65,Male,City70,Credit Card,Standard,48.16,0
ORD00000229,PROD00000229,USER00000229,6/6/2023,2/14/2024,Home,427.99,2,Defective,Returned,253,62,Male,City35,Debit Card,Next-Day,15.63,1
ORD00000230,PROD00000230,USER00000230,5/12/2023,6/8/2024,Home,130.63,1,Defective,Returned,393,40,Female,City53,Gift Card,Next-Day,12.37,1
ORD00000231,PROD00000231,USER00000231,11/2/2023,,Toys,185.67,5,No Return,Not Returned,0,33,Male,City36,PayPal,Standard,14.27,0
ORD00000232,PROD00000232,USER00000232,9/7/2024,6/25/2024,Home,345.5,5,Defective,Returned,-74,56,Male,City58,Gift Card,Standard,23.75,1
ORD00000233,PROD00000233,USER00000233,4/14/2023,,Books,427.1,4,No Return,Not Returned,0,44,Male,City1,Debit Card,Express,8.08,0
ORD00000234,PROD00000234,USER00000234,1/6/2023,,Toys,54.41,2,No Return,Not Returned,0,61,Male,City80,Debit Card,Express,22.8,0
ORD00000235,PROD00000235,USER00000235,10/6/2023,,Home,273.54,1,No Return,Not Returned,0,22,Female,City79,PayPal,Next-Day,12.52,0
ORD00000236,PROD00000236,USER00000236,10/25/2023,7/21/2023,Home,329.59,4,Changed mind,Returned,-96,41,Male,City22,PayPal,Standard,8.74,1
ORD00000237,PROD00000237,USER00000237,12/10/2023,2/12/2024,Home,359.73,5,Wrong item,Returned,64,50,Female,City84,PayPal,Standard,11.7,1
ORD00000238,PROD00000238,USER00000238,6/17/2024,8/22/2024,Toys,378.25,5,Changed mind,Returned,66,27,Male,City73,Debit Card,Standard,23.41,1
ORD00000239,PROD00000239,USER00000239,10/3/2024,,Clothing,150.56,5,No Return,Not Returned,0,50,Male,City82,Gift Card,Standard,4.04,0
ORD00000240,PROD00000240,USER00000240,12/14/2023,,Toys,291.63,1,No Return,Not Returned,0,53,Male,City89,Gift Card,Express,13.87,0
ORD00000241,PROD00000241,USER00000241,3/11/2023,4/30/2024,Clothing,151.4,1,Changed mind,Returned,416,24,Male,City14,Debit Card,Express,39.16,1
ORD00000242,PROD00000242,USER00000242,2/22/2024,3/10/2023,Clothing,89.8,5,Wrong item,Returned,-349,43,Female,City28,PayPal,Standard,7.86,1
ORD00000243,PROD00000243,USER00000243,1/26/2024,2/5/2023,Clothing,246.71,3,Not as described,Returned,-355,18,Male,City47,Gift Card,Standard,1.18,1
ORD00000244,PROD00000244,USER00000244,8/13/2024,6/14/2023,Toys,150.75,2,Changed mind,Returned,-426,24,Female,City29,Debit Card,Express,25.88,1
ORD00000245,PROD00000245,USER00000245,7/17/2023,,Electronics,478.53,1,No Return,Not Returned,0,64,Female,City82,Credit Card,Standard,32.12,0
ORD00000246,PROD00000246,USER00000246,2/23/2024,,Clothing,72.07,3,No Return,Not Returned,0,67,Female,City13,Debit Card,Next-Day,39.03,0
ORD00000247,PROD00000247,USER00000247,8/9/2024,9/4/2024,Toys,331.08,3,Defective,Returned,26,65,Male,City58,Gift Card,Next-Day,33.08,1
ORD00000248,PROD00000248,USER00000248,6/19/2023,9/5/2024,Books,27.39,3,Changed mind,Returned,444,56,Female,City99,Debit Card,Express,42.79,1
ORD00000249,PROD00000249,USER00000249,2/25/2023,12/24/2024,Home,341.03,4,Defective,Returned,668,69,Female,City62,Gift Card,Express,2.42,1
ORD00000250,PROD00000250,USER00000250,2/6/2023,12/2/2024,Toys,299.98,4,Changed mind,Returned,665,43,Female,City8,Credit Card,Next-Day,35.3,1
ORD00000251,PROD00000251,USER00000251,10/27/2023,,Electronics,14.88,4,No Return,Not Returned,0,41,Male,City80,Credit Card,Standard,18.97,0
ORD00000252,PROD00000252,USER00000252,1/3/2024,4/26/2024,Home,80.88,3,Not as described,Returned,114,35,Female,City46,PayPal,Next-Day,46.78,1
ORD00000253,PROD00000253,USER00000253,4/24/2024,8/24/2023,Home,450.4,5,Changed mind,Returned,-244,42,Female,City25,Gift Card,Express,30.89,1
ORD00000254,PROD00000254,USER00000254,12/9/2024,9/6/2024,Toys,382.22,5,Changed mind,Returned,-94,51,Male,City1,Debit Card,Express,26.81,1
ORD00000255,PROD00000255,USER00000255,10/28/2023,10/21/2023,Books,485.32,4,Wrong item,Returned,-7,60,Female,City23,Credit Card,Express,6.08,1
ORD00000256,PROD00000256,USER00000256,8/27/2024,,Clothing,80.4,4,No Return,Not Returned,0,50,Female,City79,Gift Card,Express,9.56,0
ORD00000257,PROD00000257,USER00000257,5/3/2023,,Toys,46.83,5,No Return,Not Returned,0,27,Male,City65,Debit Card,Standard,17.12,0
ORD00000258,PROD00000258,USER00000258,7/24/2024,,Books,121.7,2,No Return,Not Returned,0,25,Male,City56,Credit Card,Express,30.07,0
ORD00000259,PROD00000259,USER00000259,10/20/2023,,Electronics,35.8,2,No Return,Not Returned,0,65,Female,City22,PayPal,Express,9.85,0
ORD00000260,PROD00000260,USER00000260,1/29/2023,3/22/2024,Home,395.28,4,Defective,Returned,418,47,Male,City29,Credit Card,Express,6.27,1
ORD00000261,PROD00000261,USER00000261,10/21/2024,9/4/2023,Clothing,409.57,2,Defective,Returned,-413,36,Male,City97,Debit Card,Standard,29.37,1
ORD00000262,PROD00000262,USER00000262,5/13/2023,11/1/2024,Clothing,48.49,2,Wrong item,Returned,538,27,Male,City77,Credit Card,Standard,48.7,1
ORD00000263,PROD00000263,USER00000263,3/25/2023,4/11/2024,Books,365.3,4,Defective,Returned,383,70,Male,City60,Debit Card,Standard,25.2,1
ORD00000264,PROD00000264,USER00000264,5/22/2023,,Books,223.1,5,No Return,Not Returned,0,25,Female,City78,Gift Card,Express,48.21,0
ORD00000265,PROD00000265,USER00000265,12/3/2023,,Toys,266.83,3,No Return,Not Returned,0,60,Male,City77,Gift Card,Next-Day,1.65,0
ORD00000266,PROD00000266,USER00000266,5/9/2023,2/15/2024,Toys,333.67,5,Wrong item,Returned,282,61,Female,City19,PayPal,Express,40.16,1
ORD00000267,PROD00000267,USER00000267,7/19/2024,9/28/2023,Books,104.54,1,Changed mind,Returned,-295,33,Female,City23,Gift Card,Next-Day,10.73,1
ORD00000268,PROD00000268,USER00000268,12/21/2023,,Electronics,359.03,2,No Return,Not Returned,0,46,Male,City49,PayPal,Express,44.86,0
ORD00000269,PROD00000269,USER00000269,9/19/2024,4/28/2024,Clothing,385.95,4,Not as described,Returned,-144,58,Male,City8,Debit Card,Standard,12.61,1
ORD00000270,PROD00000270,USER00000270,12/21/2023,10/20/2023,Clothing,354.81,3,Defective,Returned,-62,64,Male,City24,Gift Card,Next-Day,29.05,1
ORD00000271,PROD00000271,USER00000271,9/25/2024,3/26/2024,Clothing,282.89,1,Defective,Returned,-183,21,Female,City85,Debit Card,Standard,47.82,1
ORD00000272,PROD00000272,USER00000272,6/2/2024,12/29/2023,Books,394.63,3,Not as described,Returned,-156,26,Female,City71,PayPal,Standard,1.41,1
ORD00000273,PROD00000273,USER00000273,10/23/2024,,Books,337.22,3,No Return,Not Returned,0,31,Female,City47,PayPal,Standard,6.54,0
ORD00000274,PROD00000274,USER00000274,1/19/2024,11/2/2024,Electronics,392.03,5,Defective,Returned,288,21,Male,City29,Debit Card,Standard,2.16,1
ORD00000275,PROD00000275,USER00000275,5/26/2024,,Home,210.46,3,No Return,Not Returned,0,26,Male,City26,Gift Card,Express,6.82,0
ORD00000276,PROD00000276,USER00000276,9/27/2024,,Home,394.61,4,No Return,Not Returned,0,18,Female,City95,Gift Card,Express,22.17,0
ORD00000277,PROD00000277,USER00000277,7/31/2023,1/26/2024,Books,182.75,5,Not as described,Returned,179,70,Male,City59,PayPal,Next-Day,18.41,1
ORD00000278,PROD00000278,USER00000278,6/6/2023,5/9/2024,Books,161.86,3,Defective,Returned,338,39,Male,City12,Credit Card,Next-Day,26.28,1
ORD00000279,PROD00000279,USER00000279,6/7/2024,7/8/2023,Home,418.05,5,Defective,Returned,-335,33,Female,City9,Gift Card,Standard,48.85,1
ORD00000280,PROD00000280,USER00000280,5/3/2023,,Books,124.04,2,No Return,Not Returned,0,58,Female,City26,PayPal,Next-Day,28.38,0
ORD00000281,PROD00000281,USER00000281,12/8/2023,7/11/2023,Clothing,12.83,4,Defective,Returned,-150,40,Female,City69,Credit Card,Express,15.24,1
ORD00000282,PROD00000282,USER00000282,11/25/2024,9/20/2024,Home,296.09,1,Wrong item,Returned,-66,54,Male,City84,Debit Card,Express,13.5,1
ORD00000283,PROD00000283,USER00000283,7/26/2024,7/3/2023,Electronics,411.49,2,Wrong item,Returned,-389,49,Male,City39,Gift Card,Standard,21.99,1
ORD00000284,PROD00000284,USER00000284,11/2/2024,6/1/2023,Clothing,389.91,2,Wrong item,Returned,-520,44,Male,City24,PayPal,Express,35.5,1
ORD00000285,PROD00000285,USER00000285,12/26/2024,9/1/2023,Clothing,119.65,3,Wrong item,Returned,-482,40,Male,City62,Gift Card,Next-Day,19.25,1
ORD00000286,PROD00000286,USER00000286,6/7/2023,,Electronics,362.72,3,No Return,Not Returned,0,49,Female,City37,Credit Card,Express,16.94,0
ORD00000287,PROD00000287,USER00000287,5/27/2024,,Toys,257.04,5,No Return,Not Returned,0,69,Male,City76,Credit Card,Express,42.48,0
ORD00000288,PROD00000288,USER00000288,2/9/2023,1/3/2024,Books,338.15,5,Wrong item,Returned,328,29,Female,City99,PayPal,Next-Day,1.29,1
ORD00000289,PROD00000289,USER00000289,4/16/2024,3/12/2024,Home,433.58,5,Not as described,Returned,-35,30,Male,City76,Gift Card,Next-Day,17.84,1
ORD00000290,PROD00000290,USER00000290,1/23/2024,,Home,431.36,5,No Return,Not Returned,0,29,Female,City12,Debit Card,Express,40.2,0
ORD00000291,PROD00000291,USER00000291,5/4/2024,1/7/2023,Clothing,181.12,5,Changed mind,Returned,-483,59,Male,City74,Credit Card,Standard,31.29,1
ORD00000292,PROD00000292,USER00000292,1/24/2024,,Books,401.31,2,No Return,Not Returned,0,50,Male,City80,Gift Card,Standard,18.01,0
ORD00000293,PROD00000293,USER00000293,9/30/2024,5/23/2024,Electronics,494.96,2,Changed mind,Returned,-130,50,Female,City58,Gift Card,Standard,0.54,1
ORD00000294,PROD00000294,USER00000294,5/31/2023,5/20/2023,Electronics,418.25,2,Not as described,Returned,-11,22,Male,City55,PayPal,Standard,11.96,1
ORD00000295,PROD00000295,USER00000295,3/16/2023,5/9/2023,Clothing,477.66,3,Defective,Returned,54,67,Male,City2,PayPal,Next-Day,29.89,1
ORD00000296,PROD00000296,USER00000296,7/11/2024,,Home,372.61,2,No Return,Not Returned,0,51,Female,City91,Gift Card,Next-Day,0.2,0
ORD00000297,PROD00000297,USER00000297,6/2/2023,,Electronics,449.62,1,No Return,Not Returned,0,67,Female,City35,Gift Card,Express,5.68,0
ORD00000298,PROD00000298,USER00000298,2/22/2023,8/16/2024,Toys,43.12,1,Defective,Returned,541,63,Male,City5,Credit Card,Standard,18.5,1
ORD00000299,PROD00000299,USER00000299,1/31/2023,,Toys,138.11,4,No Return,Not Returned,0,61,Male,City51,Gift Card,Express,18.15,0
ORD00000300,PROD00000300,USER00000300,10/29/2023,,Clothing,296.53,1,No Return,Not Returned,0,24,Female,City22,Debit Card,Express,21.71,0
ORD00000301,PROD00000301,USER00000301,10/18/2023,2/12/2024,Home,404.99,3,Not as described,Returned,117,43,Male,City8,Debit Card,Standard,16.97,1
ORD00000302,PROD00000302,USER00000302,9/8/2023,5/10/2023,Clothing,139.65,3,Wrong item,Returned,-121,55,Female,City68,Credit Card,Next-Day,39.08,1
ORD00000303,PROD00000303,USER00000303,6/21/2023,,Home,76.45,1,No Return,Not Returned,0,65,Male,City79,PayPal,Standard,25.4,0
ORD00000304,PROD00000304,USER00000304,7/27/2023,4/25/2023,Clothing,456.02,3,Changed mind,Returned,-93,59,Female,City35,Gift Card,Express,28.93,1
ORD00000305,PROD00000305,USER00000305,6/30/2023,,Home,218.33,3,No Return,Not Returned,0,58,Male,City55,Gift Card,Next-Day,29.65,0
ORD00000306,PROD00000306,USER00000306,8/8/2023,,Electronics,101.63,2,No Return,Not Returned,0,55,Male,City77,Credit Card,Express,30.92,0
ORD00000307,PROD00000307,USER00000307,12/14/2023,12/21/2023,Books,423.45,2,Changed mind,Returned,7,29,Female,City75,PayPal,Standard,37.12,1
ORD00000308,PROD00000308,USER00000308,6/9/2024,,Clothing,271.7,4,No Return,Not Returned,0,39,Female,City25,Credit Card,Standard,46.8,0
ORD00000309,PROD00000309,USER00000309,9/13/2023,,Toys,264.28,4,No Return,Not Returned,0,57,Male,City37,PayPal,Express,47.62,0
ORD00000310,PROD00000310,USER00000310,1/16/2023,5/26/2023,Clothing,365.89,5,Not as described,Returned,130,27,Male,City43,Credit Card,Standard,26.27,1
ORD00000311,PROD00000311,USER00000311,10/24/2024,,Home,138.37,5,No Return,Not Returned,0,39,Female,City34,PayPal,Express,33.19,0
ORD00000312,PROD00000312,USER00000312,1/4/2023,,Home,67.17,3,No Return,Not Returned,0,39,Male,City30,Debit Card,Next-Day,30.12,0
ORD00000313,PROD00000313,USER00000313,9/27/2024,8/14/2024,Clothing,341.18,4,Wrong item,Returned,-44,45,Female,City49,Debit Card,Express,6.37,1
ORD00000314,PROD00000314,USER00000314,10/13/2023,5/26/2024,Electronics,192.67,2,Wrong item,Returned,226,53,Female,City4,Gift Card,Next-Day,37.32,1
ORD00000315,PROD00000315,USER00000315,9/16/2024,5/31/2023,Clothing,191.95,2,Changed mind,Returned,-474,41,Female,City77,Gift Card,Standard,42.02,1
ORD00000316,PROD00000316,USER00000316,2/17/2024,,Toys,471.67,1,No Return,Not Returned,0,31,Female,City70,Gift Card,Next-Day,15.12,0
ORD00000317,PROD00000317,USER00000317,5/15/2023,,Clothing,68.22,3,No Return,Not Returned,0,28,Male,City30,Credit Card,Standard,21.09,0
ORD00000318,PROD00000318,USER00000318,10/28/2024,1/11/2024,Electronics,160.79,3,Defective,Returned,-291,46,Female,City99,Gift Card,Express,47.81,1
ORD00000319,PROD00000319,USER00000319,11/10/2023,7/27/2023,Books,171.71,1,Wrong item,Returned,-106,69,Female,City99,Debit Card,Next-Day,11.17,1
ORD00000320,PROD00000320,USER00000320,4/29/2024,5/4/2023,Books,237.12,3,Changed mind,Returned,-361,67,Male,City97,Gift Card,Standard,8.32,1
ORD00000321,PROD00000321,USER00000321,5/27/2023,,Home,84.91,2,No Return,Not Returned,0,47,Female,City69,Gift Card,Next-Day,2.03,0
ORD00000322,PROD00000322,USER00000322,7/27/2024,,Clothing,24.7,3,No Return,Not Returned,0,65,Female,City11,Credit Card,Next-Day,14.93,0
ORD00000323,PROD00000323,USER00000323,1/12/2024,,Books,60.37,5,No Return,Not Returned,0,70,Female,City64,Debit Card,Standard,7.97,0
